Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Korea, Rep.",KOR,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,249460000,229520000,228730000,228930000,154180000,169680000,135860000,145300000,128720000,89170000,74530000,53280000,69880000,45000000,45860000,48310000,8170000,17700000,14450000,8670000,7500000,740000,19390000,360000,1800000,1670000,1970000,670000,1280000,3910000,4450000,5770000,3190000,3170000,40000,4590000,1830000,1950000,3650000,2480000,4970000,7850000,630000,490000,6720000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kosovo,XKX,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421920000,254590000,256190000,321800000,304670000,272610000,194670000,196570000,292990000,266550000,0,0
Kuwait,KWT,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,20000,0,0,0,10000,60000,0,0,0,0,0,0,0,0,270000,40000,0,30000,0,0,0,0,0,0,2300000,1090000,8180000,9220000,4570000,1450000,1090000,1720000,23180000,1110000,1990000,2290000,1780000,1540000,2580000,3560000,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyrgyz Republic,KGZ,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17290000,64240000,70080000,47920000,44930000,45200000,47950000,49580000,43500000,34770000,40710000,46310000,54180000,120920000,105920000,189330000,214220000,215870000,282410000,351090000,383050000,370780000,495780000,630860000,447290000,401760000,384480000,0,0
Lao PDR,LAO,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,33130000,51160000,30720000,36200000,45220000,67100000,28790000,27780000,19800000,26860000,28100000,29180000,29480000,29270000,28150000,16110000,13780000,12480000,37090000,28590000,17660000,15280000,19910000,10790000,12020000,17030000,17970000,31050000,41150000,34750000,42850000,50140000,53850000,61980000,96770000,125420000,140200000,131670000,118280000,143360000,134480000,92080000,115370000,125750000,114590000,129330000,160590000,181000000,240270000,247120000,243400000,246010000,340350000,335210000,361040000,291640000,273390000,275380000,337280000,0,0
Latvia,LVA,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1740000,53210000,18550000,21370000,23790000,41100000,49840000,71110000,69900000,67370000,79340000,65550000,98440000,148120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebanon,LBN,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,9020000,5130000,2460000,2190000,-1380000,1080000,1580000,1640000,16800000,1460000,2540000,2450000,6600000,7100000,134740000,8680000,32180000,125670000,212410000,92110000,259820000,382920000,149920000,63400000,28000000,53900000,29450000,57460000,77030000,69600000,246270000,105090000,40940000,48250000,97390000,49420000,53370000,129800000,108620000,82700000,134650000,124650000,124430000,115880000,144200000,121440000,614760000,496550000,688990000,387730000,338260000,340430000,587600000,595110000,770670000,994900000,1117950000,1109250000,1202330000,0,0
Lesotho,LSO,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,1510000,3710000,5350000,5250000,5410000,9240000,10100000,10280000,10950000,11020000,7290000,13590000,12120000,9280000,12990000,16950000,15690000,18570000,28420000,35700000,52030000,56890000,38470000,53420000,52450000,44790000,40920000,47130000,41200000,48000000,59900000,54680000,65760000,68750000,46420000,58730000,44870000,38880000,33790000,23300000,28070000,31020000,43380000,52120000,64950000,49880000,43890000,96390000,120120000,111420000,216280000,246870000,225680000,304340000,85240000,69890000,104880000,126880000,132970000,0,0
Liberia,LBR,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,4090000,5020000,7230000,9890000,11610000,11130000,-90000,1380000,1290000,1350000,1200000,350000,1380000,1500000,570000,2470000,5320000,2980000,10030000,17110000,22880000,45010000,46320000,37000000,59740000,33810000,28770000,19270000,22840000,29250000,62700000,147190000,96830000,101320000,54340000,108290000,94780000,68890000,60040000,82310000,46960000,32130000,55310000,98970000,197490000,171590000,207340000,1152410000,1246480000,488190000,1626020000,937650000,489540000,437620000,577350000,798370000,607180000,485690000,436150000,0,0
Libya,LBY,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,42140000,35520000,30000000,25590000,19170000,6880000,0,-20000,2520000,1320000,270000,0,3040000,10430000,9450000,0,5810000,4620000,3360000,1040000,6740000,10000,10000,60000,50000,940000,50000,0,60000,-80000,60000,3970000,610000,280000,1650000,1210000,1680000,1640000,1590000,1570000,9900000,2980000,2570000,1980000,2250000,13240000,2390000,9860000,49030000,29440000,10220000,615300000,95500000,69630000,140070000,135770000,152830000,270000000,268930000,0,0
Liechtenstein,LIE,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lithuania,LTU,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900000,68320000,19360000,27150000,18020000,43100000,64190000,86480000,82570000,66110000,93620000,114090000,352730000,236800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luxembourg,LUX,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macao SAR, China",MAC,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,1070000,100000,0,1000000,0,0,340000,140000,170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,MDG,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,10000,50000,1030000,1100000,33750000,32350000,6860000,28530000,24140000,18410000,20190000,20590000,51930000,16900000,20050000,33610000,21640000,22320000,41180000,32910000,29850000,51460000,58480000,50890000,45540000,40240000,67780000,66400000,122580000,142440000,347690000,259780000,203080000,197690000,168130000,164450000,201860000,570200000,358620000,184490000,117510000,179340000,143950000,318930000,895310000,810550000,2939790000,499150000,402410000,293070000,311240000,280240000,236300000,467110000,348090000,384530000,365520000,335050000,373660000,0,0
Malawi,MWI,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,4170000,6270000,5610000,14180000,24360000,30670000,12980000,12510000,9960000,6840000,6610000,12840000,2580000,800000,1290000,5380000,14670000,12700000,68610000,107750000,48480000,65790000,48950000,39260000,35170000,37720000,59980000,137970000,172040000,191940000,227300000,242580000,342030000,206540000,235810000,263400000,200780000,118430000,213870000,255000000,229470000,242440000,234770000,350490000,411200000,457310000,2921580000,828050000,705560000,636360000,873590000,685900000,982290000,923410000,726650000,823980000,939270000,1069650000,973740000,0,0
Malaysia,MYS,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,13600000,13010000,9660000,12120000,15660000,19900000,16000000,11250000,13720000,9330000,3890000,9200000,5500000,6560000,4630000,6110000,5790000,2240000,4650000,2720000,6190000,7090000,5170000,10010000,15490000,6940000,86450000,27190000,17760000,20420000,39650000,44140000,47690000,57590000,35120000,9370000,7440000,12740000,21000000,14180000,11950000,10260000,15100000,17890000,16780000,23110000,19090000,18170000,19990000,36220000,39260000,44580000,21390000,33100000,39730000,26630000,19360000,30140000,26170000,0,0
Maldives,MDV,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,20000,240000,450000,260000,250000,90000,370000,260000,250000,10000,60000,630000,220000,230000,60000,1180000,950000,1230000,2190000,1150000,1130000,3410000,910000,2860000,3360000,4030000,9640000,9560000,19220000,18280000,10240000,10130000,11180000,15370000,14530000,22970000,10100000,13360000,13220000,17520000,10020000,14640000,10080000,6200000,8830000,52930000,21680000,20960000,17590000,25270000,35540000,29420000,16660000,11760000,14510000,18790000,26440000,33410000,72590000,0,0
Mali,MLI,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,2000000,2040000,2110000,7340000,8790000,2910000,8450000,23850000,14610000,11610000,16090000,34160000,48650000,80240000,100610000,40330000,48230000,72500000,146020000,107730000,119600000,78930000,79100000,126230000,157140000,154860000,171650000,189900000,195280000,200950000,208410000,202610000,176000000,221140000,208870000,209350000,211330000,201290000,189650000,228700000,224560000,252280000,343320000,521560000,492020000,2523970000,724710000,649870000,645570000,746630000,895660000,826680000,1014360000,946590000,860040000,884030000,973280000,1033890000,0,0
Malta,MLT,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,12880000,8300000,6740000,9460000,10490000,12950000,15180000,13160000,12600000,6680000,19000000,16490000,18630000,23310000,14580000,22730000,19550000,28690000,27820000,44680000,11090000,43800000,13320000,13200000,1350000,0,3150000,10000,90000,960000,3350000,6230000,8700000,20440000,23780000,12470000,69480000,26330000,26150000,26760000,22680000,3650000,11700000,9050000,6820000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marshall Islands,MHL,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3320000,28220000,42560000,30440000,64280000,50740000,38980000,56000000,44140000,64990000,51320000,48450000,45990000,51890000,51950000,50050000,50430000,57670000,21120000,80530000,79950000,88160000,54730000,55550000,11970000,60370000,50620000,0,0
Mauritania,MRT,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,20000,0,10000,9030000,7470000,1440000,7540000,2910000,6020000,2630000,4760000,6800000,17810000,55790000,63300000,125620000,120850000,158850000,88600000,61400000,82960000,55950000,65700000,78480000,129740000,72740000,67760000,86860000,155530000,77710000,114440000,106440000,178930000,128850000,135660000,174920000,153680000,132770000,169530000,136900000,201220000,262500000,186990000,220590000,130200000,1087500000,201210000,209350000,112980000,118230000,147700000,221040000,196600000,150600000,192820000,178280000,125370000,179710000,0,0
Mauritius,MUS,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,540000,3880000,2990000,2020000,1760000,1650000,580000,2250000,5590000,2800000,2930000,4720000,5390000,5810000,13700000,12880000,6970000,7450000,9440000,6800000,13400000,25430000,16020000,14500000,13870000,13620000,24290000,17630000,15810000,20250000,24880000,15470000,12950000,16100000,12640000,24220000,14180000,13990000,12110000,12100000,9330000,11320000,18710000,12660000,20650000,16840000,18710000,28990000,91710000,95690000,71840000,95400000,81690000,48050000,14430000,38630000,37490000,15100000,37600000,0,0
Mexico,MEX,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,1050000,3010000,7020000,11420000,8420000,7360000,6540000,5030000,3010000,1530000,7730000,9130000,16610000,9740000,6700000,7870000,5820000,9300000,6450000,26500000,14320000,13810000,76380000,46970000,27490000,77910000,77010000,75280000,75390000,36350000,53630000,44430000,38830000,59630000,53810000,38210000,37500000,32540000,34810000,31740000,33440000,45660000,52230000,47720000,67570000,121220000,98490000,126500000,137570000,133680000,264990000,437980000,280820000,298340000,292810000,319210000,188390000,250250000,318850000,0,0
"Micronesia, Fed. Sts.",FSM,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7410000,54460000,92220000,64050000,105750000,75870000,68630000,95790000,90950000,129380000,103100000,104110000,78880000,97900000,98810000,106480000,86270000,115480000,58080000,125170000,133960000,118000000,112190000,76320000,39210000,88760000,73640000,0,0
Moldova,MDA,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700000,18460000,32740000,9710000,10340000,11500000,19980000,22960000,37190000,53690000,32890000,45560000,41580000,84380000,79440000,163840000,194840000,183900000,242180000,244160000,226920000,255200000,363240000,189390000,174730000,174040000,131530000,0,0
Monaco,MCO,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mongolia,MNG,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,200000,180000,800000,900000,380000,1300000,27210000,30850000,28840000,56940000,68350000,59890000,59060000,53820000,50880000,82890000,69100000,68930000,70250000,74870000,65160000,83100000,95010000,140140000,138790000,173060000,193300000,278530000,229940000,131380000,101990000,78090000,114170000,115600000,0,0
Montenegro,MNE,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,45890000,62940000,50610000,47950000,39100000,56620000,68360000,61840000,71340000,36590000,42160000,58920000,57710000,0,0
Morocco,MAR,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,45040000,81540000,47900000,67320000,57510000,71650000,37990000,26940000,25230000,19360000,24250000,29980000,22780000,22740000,35800000,26040000,74340000,99030000,34940000,156620000,136240000,109830000,240090000,57290000,43110000,466930000,56560000,82000000,135820000,150690000,672980000,863660000,190260000,363610000,333550000,107860000,357720000,289400000,355620000,321600000,219330000,185540000,172260000,276470000,491040000,424300000,480060000,649070000,787810000,459050000,416410000,632250000,448520000,705800000,768610000,417020000,842450000,977300000,473530000,0,0
Mozambique,MOZ,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,290000,0,0,0,0,910000,0,10000,10000,100000,120000,40000,60000,340000,15430000,36640000,60320000,67210000,80980000,75770000,86520000,100490000,120600000,168390000,174140000,243540000,414450000,565210000,572800000,750090000,866080000,725860000,638050000,638870000,770660000,441910000,517730000,674090000,1325140000,756480000,692040000,1843780000,629710000,862320000,821420000,2940700000,1269240000,1459010000,1367950000,1432310000,1490560000,1491480000,1596150000,1425290000,1095370000,1207160000,1348080000,1344290000,0,0
Myanmar,MMR,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,33890000,19710000,28470000,37320000,20980000,16860000,12970000,7840000,12220000,17200000,14560000,19700000,19050000,15600000,15500000,18400000,17280000,26480000,37940000,45450000,65410000,49020000,49620000,59580000,57920000,59860000,89970000,79500000,96920000,50660000,37180000,55740000,39060000,43070000,117280000,164160000,112510000,73030000,67330000,29320000,45340000,63810000,75450000,70200000,89600000,106320000,108290000,168990000,506390000,321790000,335630000,338990000,456720000,4556590000,1680010000,939860000,1012980000,966310000,886740000,0,0
Namibia,NAM,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-420000,7110000,9260000,2770000,29910000,91700000,147760000,81160000,81610000,61860000,94650000,97210000,71560000,74900000,64730000,68060000,52620000,63800000,67350000,74760000,58950000,81750000,179260000,155470000,213720000,196100000,190550000,236840000,253580000,234770000,116180000,134510000,150300000,127910000,0,0
Nauru,NRU,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,20000,0,0,10000,0,10000,0,0,40000,-30000,0,10000,180000,190000,190000,1950000,2080000,1990000,1740000,5930000,3550000,6910000,11190000,15520000,12890000,6380000,7520000,11620000,14100000,10650000,9220000,9640000,20460000,20770000,12300000,9980000,11220000,11370000,23730000,0,0
Nepal,NPL,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,8180000,10250000,8320000,15030000,18170000,16380000,8200000,7810000,5930000,7650000,8960000,7800000,15420000,16120000,12610000,8020000,5810000,19310000,24460000,51820000,78170000,63320000,74500000,71270000,52990000,76480000,106450000,129300000,154510000,164630000,138840000,139080000,156460000,144120000,167910000,169130000,142370000,139670000,116830000,146590000,143630000,183660000,205250000,219460000,266580000,320420000,316060000,452690000,641740000,633600000,649430000,610130000,651990000,690610000,716550000,798040000,725340000,704810000,629710000,0,0
Netherlands,NLD,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Caledonia,NCL,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,6500000,7200000,7810000,8750000,10090000,9350000,11350000,18760000,14740000,27250000,19720000,25520000,28920000,51380000,45820000,33690000,20140000,24720000,17710000,26760000,21470000,54200000,131620000,137820000,194150000,152310000,205810000,213410000,227850000,248410000,245900000,189530000,170930000,121160000,125040000,125530000,112280000,164200000,199460000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,NZL,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,NIC,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,3010000,4000000,6020000,9030000,10060000,7820000,2940000,2730000,4190000,-1000000,0,1000000,1550000,7910000,2620000,2720000,-1410000,2470000,1640000,44970000,47880000,25240000,40800000,48770000,56980000,49000000,66540000,69270000,139120000,172980000,241070000,796530000,330470000,207870000,181900000,410280000,618620000,221210000,354130000,328590000,256450000,648070000,235330000,507620000,1153410000,514980000,1543510000,531470000,508340000,403550000,305830000,400110000,267400000,287460000,206420000,209620000,226450000,170090000,162600000,0,0
Niger,NER,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,1010000,2110000,12640000,14090000,5890000,11530000,10440000,11480000,14590000,19130000,24180000,48380000,100240000,86970000,75290000,34940000,110880000,117340000,51350000,74160000,150840000,71130000,61710000,178300000,138530000,142000000,162010000,168580000,225940000,247490000,207530000,198610000,255560000,171240000,155500000,190630000,158520000,122340000,112960000,156350000,148060000,317260000,459860000,400610000,1695930000,426260000,496010000,353090000,596670000,495280000,664740000,560800000,734800000,625290000,647550000,780510000,881830000,0,0
Nigeria,NGA,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,16310000,7460000,14260000,18340000,27330000,30310000,5190000,5530000,26050000,44610000,40300000,32880000,4940000,7260000,8730000,10380000,6200000,6050000,6540000,2410000,2680000,6140000,4450000,420000,6950000,3770000,8730000,13790000,35520000,127800000,124700000,130770000,116270000,53650000,43210000,32620000,24140000,27100000,33310000,47780000,49590000,89880000,107310000,114860000,165130000,5840000000,11388180000,1304920000,832290000,934740000,787740000,858590000,1092710000,1352030000,1164070000,1175850000,1398280000,2036990000,1960560000,0,0
North Macedonia,MKD,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3290000,58070000,17520000,42910000,34380000,29070000,180200000,173570000,158500000,172040000,136870000,142400000,111840000,98590000,136980000,144470000,139020000,107340000,119750000,86300000,98640000,149510000,120730000,173300000,158660000,133770000,0,0
Northern Mariana Islands,MNP,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,5000000,6000000,8000000,17000000,11000000,18160000,16880000,16060000,26130000,42000000,47000000,51000000,55000000,64200000,73060000,79020000,87000000,89010000,98000000,111000000,107000000,133360000,157760000,130580000,181590000,156160000,228240000,179140000,140120000,155250000,57410000,14800000,3800000,84940000,2070000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,NOR,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,OMN,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,250000,360000,440000,380000,4060000,1590000,620000,940000,50000,40000,70000,2040000,9640000,22030000,98690000,127530000,88000000,347870000,44740000,243790000,208560000,202140000,105290000,62000000,84230000,40690000,59580000,30030000,4740000,9470000,64000000,2940000,4520000,102990000,130240000,32030000,41190000,70570000,25680000,27920000,69160000,18390000,74780000,65240000,87900000,48540000,43120000,279020000,76220000,129350000,16960000,0,0,0,0,0,0,0,0,0,0
Pakistan,PAK,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,253440000,246350000,298970000,260810000,246290000,211000000,111640000,152490000,22780000,26000000,52690000,80440000,23000000,62270000,76280000,194310000,125470000,118170000,118670000,155120000,481530000,258430000,251430000,277030000,244090000,255940000,311920000,297940000,419160000,374350000,320230000,525030000,316960000,199380000,199240000,186830000,206470000,178750000,182060000,212010000,130680000,878380000,298930000,1323470000,299170000,882010000,1061240000,1005830000,981130000,1553280000,2741240000,2910350000,1770910000,1992080000,1864520000,1894100000,1772720000,1676510000,1541820000,0,0
Palau,PLW,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200450000,140920000,60640000,35850000,86610000,25180000,34890000,29830000,26630000,20450000,14740000,18060000,31810000,18930000,38070000,31340000,24160000,20980000,8970000,29880000,19420000,10190000,11240000,12830000,81150000,0,0
Panama,PAN,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,5000000,7000000,8000000,11000000,7050000,10050000,4590000,4740000,3110000,2010000,-990000,110000,2050000,4090000,6000000,11000000,17420000,12000000,8300000,7580000,6120000,8340000,5150000,7350000,36570000,24930000,8990000,6040000,6540000,5000000,126790000,77150000,182690000,57420000,21300000,15230000,11740000,11520000,12160000,13380000,11370000,10410000,9300000,18070000,9820000,13690000,23610000,30270000,29960000,28670000,21420000,23750000,23730000,33300000,21980000,17430000,25880000,43070000,22280000,0,0
Papua New Guinea,PNG,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,82510000,85560000,98230000,110220000,118200000,144000000,126320000,178570000,102020000,149600000,229570000,193020000,242870000,266330000,263370000,278770000,293330000,266660000,267040000,275710000,225920000,231610000,270540000,306280000,265430000,301350000,270370000,306810000,217400000,233460000,269610000,195790000,186940000,208360000,95160000,97630000,70180000,97780000,105400000,109360000,138130000,119840000,175810000,209780000,173220000,217090000,328910000,270460000,329310000,292690000,317950000,210710000,224130000,268850000,0,0
Paraguay,PRY,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,4010000,10020000,3030000,7660000,6110000,5710000,890000,1230000,11290000,2350000,1050000,1500000,3230000,1470000,6060000,1140000,2100000,1750000,4630000,6460000,9860000,12750000,6330000,4360000,8440000,6460000,13660000,15300000,14590000,13950000,8240000,21680000,19080000,23090000,20800000,36030000,20840000,22610000,17200000,35240000,27910000,21510000,20450000,19690000,19760000,22030000,22660000,80910000,87130000,96210000,99530000,81310000,69420000,62630000,47900000,62290000,62680000,64800000,64080000,0,0
Peru,PER,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,10060000,3110000,15070000,19180000,27490000,23930000,11390000,10430000,21430000,4990000,17610000,11010000,8570000,13200000,10310000,12820000,17420000,19200000,20540000,47140000,31100000,53680000,48630000,95150000,98610000,89840000,95080000,93550000,118890000,120720000,179820000,251440000,268770000,237360000,227330000,279950000,239330000,224820000,238500000,151990000,163210000,206870000,167180000,188980000,196400000,252900000,202950000,372360000,338640000,344670000,280270000,332540000,264910000,303830000,279660000,261500000,271280000,246740000,213660000,0,0
Philippines,PHL,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,42930000,37680000,38440000,24170000,70500000,69040000,34120000,67400000,39830000,45290000,23260000,30890000,57710000,94080000,67830000,71580000,60840000,60330000,43900000,57540000,58940000,68420000,66710000,81680000,136700000,137350000,399210000,328810000,211390000,373910000,353740000,289120000,214520000,275620000,290850000,282520000,255800000,193890000,207510000,173140000,158290000,179570000,181000000,185100000,171060000,158910000,152310000,308130000,275220000,386380000,438960000,402890000,425940000,688740000,733730000,519270000,474720000,428590000,436530000,0,0
Poland,POL,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25470000,2452530000,1119310000,912160000,1688300000,3407700000,956410000,652150000,550390000,683360000,671360000,716710000,814550000,1094340000,1419930000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
